Index,Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
5603,21-02-2021,2021,Fairfield,971040,1250000,?,Detached House,3,2,966,1.0234955,North
5604,21-02-2021,2021,Bridgeport,314840,422000,Single Family,Detached House,3,3,1025,1.0234955,West
5605,21-02-2021,2021,West Hartford,227080,305000,Single Family,Detached House,3,2,945,1.0234955,East
5606,25-02-2021,2021,Stamford,458680,699000,Single Family,Detached House,3,2,1011,1.0234955,West
5607,26-02-2021,2021,Fairfield,280350,415000,Single Family,Detached House,3,2,1065,1.0234955,West
5608,28-02-2021,2021,Waterbury,56070,70000,Single Family,Detached House,3,2,1078,1.0234955,North
5609,28-02-2021,2021,Fairfield,375830,530000,Single Family,Detached House,3,1,911,1.0234955,North
5610,28-02-2021,2021,West Hartford,123830,185000,Single Family,Detached House,3,1,940,1.0234955,South
5611,28-02-2021,2021,Waterbury,62840,116000,Single Family,Detached House,3,2,1093,1.0234955,West
5612,28-02-2021,2021,Waterbury,74680,148000,Single Family,Detached House,3,1,1098,1.0234955,North
5613,01-03-2021,2021,Fairfield,189350,305000,Single Family,Detached House,3,1,975,1.0234955,North
5614,01-03-2021,2021,Waterbury,72380,80000,Single Family,Detached House,3,1,1068,1.0234955,East
5615,01-03-2021,2021,Waterbury,80090,125000,?,Detached House,3,1,992,1.0234955,West
5616,01-03-2021,2021,Fairfield,220780,250000,Single Family,Detached House,3,2,927,1.0234955,West
5617,04-03-2021,2021,Fairfield,1037750,1325000,Single Family,Detached House,3,3,903,1.0234955,South
5618,04-03-2021,2021,Bridgeport,51820,46550,?,Detached House,3,2,994,1.0234955,East
5619,04-03-2021,2021,Waterbury,67800,115000,Single Family,Detached House,3,1,1037,1.0234955,South
5620,04-03-2021,2021,Fairfield,634760,925000,Single Family,Detached House,3,2,1082,1.0234955,South
5621,04-03-2021,2021,Stamford,469870,630000,Single Family,Detached House,3,2,1054,1.0234955,West
5622,05-03-2021,2021,Bridgeport,101920,190550,Single Family,Detached House,3,1,966,1.0234955,South
5623,05-03-2021,2021,West Hartford,304430,315000,Single Family,Detached House,3,1,960,1.0234955,East
5624,06-03-2021,2021,Waterbury,112920,227501,Single Family,Detached House,3,1,1038,1.0234955,South
5625,07-03-2021,2021,Bridgeport,100760,21000,Single Family,Detached House,3,1,1020,1.0234955,West
5626,07-03-2021,2021,Stamford,333280,380000,Single Family,Detached House,3,1,931,1.0234955,West
5627,07-03-2021,2021,Bridgeport,51960,120000,?,Detached House,3,1,918,1.0234955,North
5628,08-03-2021,2021,Greenwich,323400,725000,Two Family,Duplex,4,2,1358,1.0234955,South
5629,11-03-2021,2021,Stamford,507230,739000,Single Family,Detached House,3,2,1062,1.0234955,West
5630,12-03-2021,2021,Bridgeport,75730,170000,Single Family,Detached House,3,3,989,1.0234955,South
5631,12-03-2021,2021,Bridgeport,101680,154500,Single Family,Detached House,3,2,1099,1.0234955,North
5632,12-03-2021,2021,Waterbury,84420,139000,?,Detached House,3,3,1053,1.0234955,West
5633,12-03-2021,2021,West Hartford,163590,262000,Single Family,Detached House,3,2,1050,1.0234955,South
5634,13-03-2021,2021,Bridgeport,87640,189000,Two Family,Duplex,4,4,1445,1.0234955,West
5635,15-03-2021,2021,Fairfield,294000,450000,?,Detached House,3,2,938,1.0234955,North
5636,18-03-2021,2021,West Hartford,101080,127500,Single Family,Detached House,3,1,1067,1.0234955,East
5637,18-03-2021,2021,Waterbury,88030,130000,Three Family,Triplex,6,6,1966,1.0234955,South
5638,19-03-2021,2021,Waterbury,88910,180000,Single Family,Detached House,3,3,1091,1.0234955,North
5639,19-03-2021,2021,Waterbury,76570,131900,Two Family,Duplex,4,4,1490,1.0234955,West
5640,19-03-2021,2021,Stamford,219210,315000,?,Detached House,3,2,1080,1.0234955,North
5641,20-03-2021,2021,Stamford,415890,635000,?,Triplex,6,6,1817,1.0234955,West
5642,21-03-2021,2021,Waterbury,178740,260000,Single Family,Detached House,3,3,1032,1.0234955,West
5643,21-03-2021,2021,Waterbury,106040,55000,?,Triplex,6,5,2116,1.0234955,East
5644,22-03-2021,2021,Bridgeport,136490,283500,Single Family,Detached House,3,1,973,1.0234955,West
5645,25-03-2021,2021,Greenwich,2624230,3850000,Single Family,Detached House,3,1,991,1.0234955,South
5646,25-03-2021,2021,Bridgeport,99690,200000,Single Family,Detached House,3,2,1089,1.0234955,East
5647,25-03-2021,2021,Fairfield,238210,465000,?,Duplex,4,4,1354,1.0234955,South
5648,25-03-2021,2021,Fairfield,292250,416000,Single Family,Detached House,3,3,951,1.0234955,North
5649,26-03-2021,2021,West Hartford,506310,575000,?,Detached House,3,2,919,1.0234955,East
5650,26-03-2021,2021,Waterbury,89190,177000,Single Family,Detached House,3,2,1005,1.0234955,East
5651,26-03-2021,2021,West Hartford,202440,278000,?,Detached House,3,1,1071,1.0234955,North
5652,28-03-2021,2021,Waterbury,35160,32000,Single Family,Detached House,3,3,1097,1.0234955,South
5653,28-03-2021,2021,Fairfield,172410,475000,Single Family,Detached House,3,3,914,1.0234955,North
5654,28-03-2021,2021,Greenwich,772520,1200000,Single Family,Detached House,3,2,948,1.0234955,West
5655,28-03-2021,2021,Bridgeport,97490,128000,Single Family,Detached House,3,2,922,1.0234955,East
5656,29-03-2021,2021,Stamford,256180,512500,Single Family,Detached House,3,3,1013,1.0234955,South
5657,01-04-2021,2021,Bridgeport,103010,205000,Two Family,Duplex,4,4,1249,1.0234955,North
5658,01-04-2021,2021,Waterbury,78870,75000,?,Triplex,6,6,1955,1.0234955,West
5659,01-04-2021,2021,Waterbury,78590,134900,Single Family,Detached House,3,2,1017,1.0234955,South
5660,01-04-2021,2021,Bridgeport,74640,138000,Single Family,Detached House,3,2,965,1.0234955,East
5661,01-04-2021,2021,Bridgeport,78510,100700,Single Family,Detached House,3,1,936,1.0234955,North
5662,01-04-2021,2021,Bridgeport,100760,215000,?,Duplex,4,4,1447,1.0234955,South
5663,01-04-2021,2021,West Hartford,189140,285000,Single Family,Detached House,3,3,925,1.0234955,North
5664,02-04-2021,2021,Fairfield,403340,473200,Single Family,Detached House,3,2,1099,1.0234955,North
5665,02-04-2021,2021,Greenwich,1547000,2250000,Single Family,Detached House,3,3,1025,1.0234955,West
5666,02-04-2021,2021,Waterbury,94670,120000,Two Family,Duplex,4,2,1212,1.0234955,South
5667,04-04-2021,2021,Bridgeport,127170,355000,Two Family,Duplex,4,3,1346,1.0234955,North
5668,04-04-2021,2021,Fairfield,501410,660000,Single Family,Detached House,3,2,1076,1.0234955,North
5669,04-04-2021,2021,Fairfield,646240,745200,Single Family,Detached House,3,3,986,1.0234955,South
5670,04-04-2021,2021,Bridgeport,93850,75300,Two Family,Duplex,4,3,1487,1.0234955,South
5671,05-04-2021,2021,Waterbury,68340,35000,Single Family,Detached House,3,1,969,1.0234955,East
5672,05-04-2021,2021,Greenwich,1247960,1910822,Single Family,Detached House,3,3,938,1.0234955,South
5673,08-04-2021,2021,Waterbury,36710,48000,Single Family,Detached House,3,2,1089,1.0234955,South
5674,08-04-2021,2021,Bridgeport,90380,230000,Single Family,Detached House,3,1,1088,1.0234955,East
5675,08-04-2021,2021,Bridgeport,108730,124687,Two Family,Duplex,4,2,1481,1.0234955,West
5676,09-04-2021,2021,Bridgeport,103350,250000,Single Family,Detached House,3,1,1066,1.0234955,West
5677,09-04-2021,2021,West Hartford,132090,254000,?,Detached House,3,1,1025,1.0234955,North
5678,09-04-2021,2021,Stamford,424950,589000,Single Family,Detached House,3,1,1022,1.0234955,East
5679,11-04-2021,2021,Waterbury,93570,146000,Single Family,Detached House,3,2,988,1.0234955,East
5680,11-04-2021,2021,Waterbury,134680,210000,Single Family,Detached House,3,2,985,1.0234955,North
5681,12-04-2021,2021,Greenwich,556640,580000,?,Detached House,3,1,903,1.0234955,West
5682,12-04-2021,2021,Greenwich,1950000,1328250,Single Family,Detached House,3,1,915,1.0234955,East
5683,12-04-2021,2021,Waterbury,13460,17000,Single Family,Detached House,3,1,1036,1.0234955,West
5684,12-04-2021,2021,Greenwich,1735790,2675000,Single Family,Detached House,3,3,936,1.0234955,North
5685,12-04-2021,2021,Stamford,269180,390000,Single Family,Detached House,3,3,986,1.0234955,South
5686,12-04-2021,2021,Waterbury,113250,142000,Two Family,Duplex,4,4,1300,1.0234955,South
5687,15-04-2021,2021,Waterbury,95580,145000,Three Family,Triplex,6,5,2166,1.0234955,North
5688,15-04-2021,2021,West Hartford,135590,155000,Single Family,Detached House,3,2,1001,1.0234955,South
5689,15-04-2021,2021,Bridgeport,56360,95000,Single Family,Detached House,3,3,933,1.0234955,West
5690,16-04-2021,2021,Fairfield,846020,1670000,Single Family,Detached House,3,1,977,1.0234955,South
5691,17-04-2021,2021,Bridgeport,90890,208000,Single Family,Detached House,3,3,941,1.0234955,East
5692,18-04-2021,2021,Stamford,559110,889000,Single Family,Detached House,3,3,1041,1.0234955,East
5693,18-04-2021,2021,Bridgeport,95080,162960,Single Family,Detached House,3,3,1044,1.0234955,East
5694,18-04-2021,2021,Waterbury,100620,175000,Three Family,Triplex,6,4,1904,1.0234955,North
5695,23-04-2021,2021,Bridgeport,133310,223125,Two Family,Duplex,4,2,1222,1.0234955,South
5696,23-04-2021,2021,Waterbury,59780,48500,Single Family,Detached House,3,3,917,1.0234955,West
5697,25-04-2021,2021,Bridgeport,80510,195000,Single Family,Detached House,3,1,1100,1.0234955,West
5698,25-04-2021,2021,Greenwich,349790,650000,Three Family,Triplex,6,5,1960,1.0234955,South
5699,25-04-2021,2021,West Hartford,149870,227500,Single Family,Detached House,3,2,1084,1.0234955,West
5700,26-04-2021,2021,Fairfield,2890790,3000000,Single Family,Detached House,3,3,985,1.0234955,West
5701,26-04-2021,2021,Waterbury,61410,119000,Single Family,Detached House,3,3,905,1.0234955,North
5702,26-04-2021,2021,Stamford,419930,675000,Three Family,Triplex,6,6,2058,1.0234955,East
5703,29-04-2021,2021,Waterbury,61760,54000,?,Detached House,3,2,943,1.0234955,West
5704,29-04-2021,2021,Stamford,310170,200000,Single Family,Detached House,3,2,958,1.0234955,West
5705,29-04-2021,2021,Waterbury,143500,123751,Four Family,Fourplex,8,8,2897,1.0234955,North
5706,29-04-2021,2021,West Hartford,306040,540000,?,Detached House,3,2,967,1.0234955,South
5707,29-04-2021,2021,Bridgeport,130430,220000,Three Family,Triplex,6,6,1960,1.0234955,West
5708,29-04-2021,2021,Waterbury,56610,73500,Single Family,Detached House,3,1,1080,1.0234955,West
5709,30-04-2021,2021,Greenwich,5958120,9400000,Single Family,Detached House,3,3,1080,1.0234955,West
5710,30-04-2021,2021,Bridgeport,89810,175000,Two Family,Duplex,4,4,1236,1.0234955,North
5711,30-04-2021,2021,West Hartford,161280,220000,Single Family,Detached House,3,1,976,1.0234955,East
5712,30-04-2021,2021,Waterbury,71470,89900,Three Family,Triplex,6,5,1875,1.0234955,East
5713,30-04-2021,2021,Waterbury,145720,190000,?,Detached House,3,3,924,1.0234955,North
5714,30-04-2021,2021,Waterbury,66550,113000,Single Family,Detached House,3,3,938,1.0234955,North
5715,01-05-2021,2021,Bridgeport,123490,180000,Single Family,Detached House,3,1,1035,1.0234955,South
5716,01-05-2021,2021,Greenwich,788200,2433600,Single Family,Detached House,3,2,972,1.0234955,North
5717,01-05-2021,2021,Waterbury,75420,142500,Single Family,Detached House,3,3,1062,1.0234955,East
5718,01-05-2021,2021,Stamford,515110,660000,Single Family,Detached House,3,1,996,1.0234955,East
5719,02-05-2021,2021,Greenwich,992040,1275000,Single Family,Detached House,3,1,904,1.0234955,South
5720,02-05-2021,2021,Waterbury,64850,111000,?,Detached House,3,2,918,1.0234955,West
5721,03-05-2021,2021,Waterbury,65540,135000,Single Family,Detached House,3,1,981,1.0234955,South
5722,03-05-2021,2021,Waterbury,94330,102500,Three Family,Triplex,6,4,1973,1.0234955,West
5723,06-05-2021,2021,Waterbury,133000,163500,Single Family,Detached House,3,2,945,1.0234955,South
5724,06-05-2021,2021,Bridgeport,105450,240000,Two Family,Duplex,4,3,1457,1.0234955,North
5725,06-05-2021,2021,Greenwich,653310,800000,Single Family,Detached House,3,2,962,1.0234955,East
5726,07-05-2021,2021,Fairfield,324030,559000,?,Detached House,3,1,1004,1.0234955,East
5727,07-05-2021,2021,Waterbury,53360,71500,Single Family,Detached House,3,1,979,1.0234955,East
5728,07-05-2021,2021,Waterbury,63020,70000,Single Family,Detached House,3,3,977,1.0234955,West
5729,07-05-2021,2021,Stamford,2102190,3400000,?,Detached House,3,3,925,1.0234955,South
5730,08-05-2021,2021,Greenwich,801920,1165000,Single Family,Detached House,3,2,937,1.0234955,South
5731,09-05-2021,2021,Waterbury,79530,84000,Single Family,Detached House,3,3,1097,1.0234955,North
5732,09-05-2021,2021,Greenwich,1233890,1146500,Single Family,Detached House,3,3,1010,1.0234955,West
5733,10-05-2021,2021,Fairfield,306670,398000,Single Family,Detached House,3,1,967,1.0234955,South
5734,10-05-2021,2021,Waterbury,83190,90000,Single Family,Detached House,3,3,927,1.0234955,East
5735,10-05-2021,2021,Fairfield,303800,360000,Single Family,Detached House,3,2,1095,1.0234955,West
5736,13-05-2021,2021,Bridgeport,127430,250000,Three Family,Triplex,6,6,2103,1.0234955,North
5737,13-05-2021,2021,Bridgeport,213970,338000,?,Duplex,4,3,1295,1.0234955,North
5738,13-05-2021,2021,Stamford,528300,775000,Single Family,Detached House,3,2,919,1.0234955,North
5739,15-05-2021,2021,Bridgeport,114600,227000,Single Family,Detached House,3,3,941,1.0234955,West
5740,15-05-2021,2021,West Hartford,205450,322000,Single Family,Detached House,3,2,1000,1.0234955,North
5741,15-05-2021,2021,Bridgeport,218250,420000,Two Family,Duplex,4,3,1493,1.0234955,East
5742,15-05-2021,2021,Bridgeport,177190,160000,?,Detached House,3,2,1030,1.0234955,East
5743,16-05-2021,2021,Greenwich,1946140,2500000,Single Family,Detached House,3,3,1049,1.0234955,North
5744,16-05-2021,2021,Waterbury,31000,130000,Three Family,Triplex,6,6,1921,1.0234955,East
5745,17-05-2021,2021,Waterbury,37850,60000,?,Detached House,3,3,1016,1.0234955,West
5746,17-05-2021,2021,Stamford,365560,650000,Two Family,Duplex,4,3,1440,1.0234955,East
5747,20-05-2021,2021,Fairfield,199850,388000,Single Family,Detached House,3,2,1097,1.0234955,West
5748,20-05-2021,2021,West Hartford,245910,395000,Single Family,Detached House,3,1,997,1.0234955,North
5749,20-05-2021,2021,West Hartford,304080,390000,?,Detached House,3,1,1006,1.0234955,South
5750,21-05-2021,2021,Stamford,297890,395000,Single Family,Detached House,3,3,980,1.0234955,North
5751,22-05-2021,2021,Bridgeport,134990,349000,?,Triplex,6,5,2196,1.0234955,East
5752,22-05-2021,2021,Greenwich,1899450,1850000,Single Family,Detached House,3,1,1035,1.0234955,West
5753,22-05-2021,2021,Bridgeport,115760,130000,Two Family,Duplex,4,3,1356,1.0234955,South
5754,22-05-2021,2021,Waterbury,74730,120000,Two Family,Duplex,4,3,1248,1.0234955,East
5755,22-05-2021,2021,Waterbury,85700,179900,Single Family,Detached House,3,2,973,1.0234955,West
5756,23-05-2021,2021,Greenwich,3303300,3500000,Single Family,Detached House,3,2,1097,1.0234955,West
5757,23-05-2021,2021,Stamford,708520,1070000,Single Family,Detached House,3,1,989,1.0234955,West
5758,24-05-2021,2021,Greenwich,666190,870000,Single Family,Detached House,3,1,1062,1.0234955,East
5759,28-05-2021,2021,West Hartford,149730,237000,Single Family,Detached House,3,1,991,1.0234955,East
5760,28-05-2021,2021,Stamford,441500,675000,Single Family,Detached House,3,2,1017,1.0234955,South
5761,29-05-2021,2021,Waterbury,74120,125000,Single Family,Detached House,3,3,903,1.0234955,North
5762,29-05-2021,2021,Fairfield,164710,270000,Single Family,Detached House,3,1,1021,1.0234955,East
5763,29-05-2021,2021,Bridgeport,113450,99500,Two Family,Duplex,4,4,1379,1.0234955,West
5764,30-05-2021,2021,Stamford,399360,492000,Single Family,Detached House,3,3,971,1.0234955,North
5765,30-05-2021,2021,Greenwich,1139040,1212500,Single Family,Detached House,3,2,910,1.0234955,West
5766,30-05-2021,2021,West Hartford,200340,349900,Single Family,Detached House,3,3,1062,1.0234955,North
5767,30-05-2021,2021,West Hartford,225960,364500,Two Family,Duplex,4,3,1430,1.0234955,West
5768,30-05-2021,2021,Fairfield,1227240,1350000,Single Family,Detached House,3,2,1045,1.0234955,East
5769,30-05-2021,2021,West Hartford,231140,258000,Single Family,Detached House,3,3,1082,1.0234955,South
5770,31-05-2021,2021,Bridgeport,36060,334000,?,Detached House,3,1,1097,1.0234955,East
5771,02-06-2021,2021,Waterbury,71870,130000,Single Family,Detached House,3,2,1059,1.0234955,East
5772,03-06-2021,2021,Waterbury,92140,210000,Four Family,Fourplex,8,6,2506,1.0234955,West
5773,03-06-2021,2021,West Hartford,176190,294000,Single Family,Detached House,3,3,1086,1.0234955,West
5774,03-06-2021,2021,Bridgeport,144750,189000,Single Family,Detached House,3,2,1013,1.0234955,West
5775,03-06-2021,2021,Bridgeport,98820,91500,Two Family,Duplex,4,4,1348,1.0234955,South
5776,03-06-2021,2021,Bridgeport,80730,182400,Single Family,Detached House,3,1,1037,1.0234955,South
5777,03-06-2021,2021,Fairfield,284970,350000,Single Family,Detached House,3,3,1039,1.0234955,East
5778,04-06-2021,2021,Stamford,633100,845000,Single Family,Detached House,3,1,931,1.0234955,South
5779,04-06-2021,2021,Stamford,516480,749000,Single Family,Detached House,3,1,901,1.0234955,South
5780,05-06-2021,2021,Fairfield,444220,900000,Single Family,Detached House,3,1,1083,1.0234955,East
5781,05-06-2021,2021,Fairfield,149170,280500,Single Family,Detached House,3,2,1051,1.0234955,South
5782,05-06-2021,2021,Waterbury,87030,137500,Single Family,Detached House,3,2,941,1.0234955,East
5783,05-06-2021,2021,Stamford,330080,475000,Three Family,Triplex,6,4,1912,1.0234955,South
5784,05-06-2021,2021,Stamford,80648,586118,Single Family,Detached House,3,3,1077,1.0234955,South
5785,06-06-2021,2021,Waterbury,48270,113000,?,Detached House,3,3,1092,1.0234955,East
5786,06-06-2021,2021,Stamford,1039060,575000,?,Detached House,3,1,1071,1.0234955,West
5787,11-06-2021,2021,Waterbury,78950,140000,Single Family,Detached House,3,3,915,1.0234955,East
5788,11-06-2021,2021,Fairfield,720860,1100000,?,Detached House,3,3,1099,1.0234955,North
5789,12-06-2021,2021,Bridgeport,109020,175000,?,Detached House,3,3,968,1.0234955,North
5790,12-06-2021,2021,Bridgeport,90860,120000,?,Triplex,6,6,1910,1.0234955,North
5791,12-06-2021,2021,Greenwich,2991240,4640000,Single Family,Detached House,3,1,1097,1.0234955,East
5792,13-06-2021,2021,Greenwich,477610,725000,Single Family,Detached House,3,1,916,1.0234955,East
5793,14-06-2021,2021,Greenwich,2973810,6600000,Single Family,Detached House,3,2,903,1.0234955,North
5794,14-06-2021,2021,Stamford,373720,610500,Single Family,Detached House,3,1,933,1.0234955,East
5795,17-06-2021,2021,Fairfield,510930,750000,Single Family,Detached House,3,1,999,1.0234955,North
5796,17-06-2021,2021,Stamford,242240,380000,Single Family,Detached House,3,1,900,1.0234955,South
5797,17-06-2021,2021,Stamford,480190,770000,Single Family,Detached House,3,3,1021,1.0234955,North
5798,17-06-2021,2021,Greenwich,2111340,3075000,Single Family,Detached House,3,2,972,1.0234955,East
5799,18-06-2021,2021,Bridgeport,83430,160000,Single Family,Detached House,3,2,968,1.0234955,East
5800,19-06-2021,2021,West Hartford,170800,150000,Single Family,Detached House,3,3,1026,1.0234955,South
5801,19-06-2021,2021,Waterbury,28420,110000,Single Family,Detached House,3,1,922,1.0234955,South
5802,20-06-2021,2021,West Hartford,365190,650000,Single Family,Detached House,3,1,1015,1.0234955,North
5803,20-06-2021,2021,Fairfield,141960,257000,Single Family,Detached House,3,3,1048,1.0234955,West
5804,20-06-2021,2021,Stamford,488060,755000,Single Family,Detached House,3,2,912,1.0234955,East
5805,21-06-2021,2021,Waterbury,114720,152000,Single Family,Detached House,3,2,991,1.0234955,South
5806,21-06-2021,2021,Stamford,367840,520000,Single Family,Detached House,3,3,1066,1.0234955,North
5807,24-06-2021,2021,West Hartford,145180,230000,Two Family,Duplex,4,3,1347,1.0234955,West
5808,24-06-2021,2021,West Hartford,212730,343000,?,Detached House,3,1,1000,1.0234955,North
5809,24-06-2021,2021,Waterbury,143950,265000,?,Detached House,3,1,1029,1.0234955,South
5810,24-06-2021,2021,Bridgeport,131350,205000,?,Triplex,6,5,1938,1.0234955,North
5811,25-06-2021,2021,Fairfield,307160,485000,Single Family,Detached House,3,2,954,1.0234955,South
5812,25-06-2021,2021,West Hartford,125790,220000,Single Family,Detached House,3,3,994,1.0234955,North
5813,25-06-2021,2021,Bridgeport,128150,175000,Two Family,Duplex,4,3,1391,1.0234955,West
5814,26-06-2021,2021,Greenwich,2059750,2940000,Single Family,Detached House,3,1,981,1.0234955,South
5815,26-06-2021,2021,Bridgeport,151430,330000,Two Family,Duplex,4,2,1391,1.0234955,South
5816,26-06-2021,2021,Stamford,208550,265000,Single Family,Detached House,3,2,983,1.0234955,North
5817,27-06-2021,2021,Greenwich,910420,1165000,Single Family,Detached House,3,1,1096,1.0234955,West
5818,27-06-2021,2021,Fairfield,312270,460000,Single Family,Detached House,3,1,923,1.0234955,East
5819,27-06-2021,2021,Fairfield,780640,1340000,?,Detached House,3,2,990,1.0234955,South
5820,27-06-2021,2021,Stamford,374450,440000,Single Family,Detached House,3,3,1020,1.0234955,South
5821,27-06-2021,2021,Stamford,232600,375000,Single Family,Detached House,3,1,1043,1.0234955,East
5822,28-06-2021,2021,Bridgeport,158760,220000,Single Family,Detached House,3,2,1005,1.0234955,West
5823,28-06-2021,2021,Greenwich,2402610,3975000,Single Family,Detached House,3,2,953,1.0234955,West
5824,28-06-2021,2021,Bridgeport,158420,319900,Single Family,Detached House,3,1,1015,1.0234955,East
5825,28-06-2021,2021,West Hartford,182840,290000,Single Family,Detached House,3,2,928,1.0234955,North
5826,01-07-2021,2021,Greenwich,1200570,1400000,?,Detached House,3,1,957,1.0234955,East
5827,01-07-2021,2021,West Hartford,665490,945000,Single Family,Detached House,3,3,1023,1.0234955,North
5828,01-07-2021,2021,West Hartford,615440,795000,Single Family,Detached House,3,1,1057,1.0234955,East
5829,01-07-2021,2021,Stamford,556740,785000,Single Family,Detached House,3,2,1061,1.0234955,South
5830,01-07-2021,2021,Stamford,283240,425000,Two Family,Duplex,4,4,1360,1.0234955,North
5831,02-07-2021,2021,West Hartford,148820,327000,Single Family,Detached House,3,3,1080,1.0234955,West
5832,02-07-2021,2021,Bridgeport,149840,280000,?,Detached House,3,1,1098,1.0234955,East
5833,02-07-2021,2021,Stamford,704720,518175,?,Detached House,3,3,960,1.0234955,East
5834,02-07-2021,2021,Fairfield,278040,447500,Single Family,Detached House,3,2,1043,1.0234955,East
5835,02-07-2021,2021,Waterbury,63490,103000,Two Family,Duplex,4,2,1301,1.0234955,South
5836,02-07-2021,2021,Stamford,359370,550000,Two Family,Duplex,4,3,1314,1.0234955,South
5837,02-07-2021,2021,Fairfield,385070,555000,?,Detached House,3,3,1057,1.0234955,South
5838,02-07-2021,2021,Fairfield,194600,370000,Single Family,Detached House,3,3,962,1.0234955,South
5839,02-07-2021,2021,Waterbury,117280,175000,Single Family,Detached House,3,1,1039,1.0234955,South
5840,02-07-2021,2021,Waterbury,250110,167000,?,Detached House,3,1,962,1.0234955,West
5841,02-07-2021,2021,Fairfield,448280,530000,?,Detached House,3,3,946,1.0234955,East
5842,02-07-2021,2021,Stamford,389120,580000,Single Family,Detached House,3,2,1019,1.0234955,West
5843,02-07-2021,2021,West Hartford,265370,465000,Two Family,Duplex,4,2,1312,1.0234955,South
5844,03-07-2021,2021,Bridgeport,208240,505000,Three Family,Triplex,6,5,2163,1.0234955,East
5845,03-07-2021,2021,Bridgeport,149420,112500,Single Family,Detached House,3,1,947,1.0234955,West
5846,05-07-2021,2021,Greenwich,469070,927000,Single Family,Detached House,3,2,1059,1.0234955,West
5847,05-07-2021,2021,Waterbury,12340,25000,Single Family,Detached House,3,3,965,1.0234955,West
5848,08-07-2021,2021,Fairfield,300720,540000,Single Family,Detached House,3,2,1094,1.0234955,West
5849,08-07-2021,2021,Bridgeport,88290,140000,Two Family,Duplex,4,4,1282,1.0234955,East
5850,10-07-2021,2021,Waterbury,20140,73000,Three Family,Triplex,6,5,2067,1.0234955,West
5851,10-07-2021,2021,Bridgeport,148780,195000,Two Family,Duplex,4,3,1491,1.0234955,West
5852,10-07-2021,2021,Fairfield,295470,355000,Single Family,Detached House,3,2,983,1.0234955,West
5853,11-07-2021,2021,Fairfield,521640,726500,Single Family,Detached House,3,3,912,1.0234955,East
5854,11-07-2021,2021,Waterbury,25420,130000,Three Family,Triplex,6,5,2093,1.0234955,North
5855,11-07-2021,2021,Fairfield,372330,590000,Single Family,Detached House,3,1,1024,1.0234955,North
5856,11-07-2021,2021,Bridgeport,168960,322000,?,Detached House,3,2,902,1.0234955,South
5857,11-07-2021,2021,West Hartford,330190,420000,?,Detached House,3,3,961,1.0234955,West
5858,12-07-2021,2021,Fairfield,355670,630000,Single Family,Detached House,3,1,1074,1.0234955,East
5859,15-07-2021,2021,Stamford,327760,427000,Single Family,Detached House,3,2,975,1.0234955,South
5860,15-07-2021,2021,Bridgeport,143380,195000,?,Duplex,4,3,1240,1.0234955,South
5861,15-07-2021,2021,Stamford,316610,1500000,Two Family,Duplex,4,2,1422,1.0234955,North
5862,15-07-2021,2021,Waterbury,145690,212000,Single Family,Detached House,3,2,996,1.0234955,West
5863,15-07-2021,2021,West Hartford,98140,107000,Single Family,Detached House,3,1,954,1.0234955,East
5864,15-07-2021,2021,Greenwich,554470,940000,?,Detached House,3,2,932,1.0234955,East
5865,16-07-2021,2021,Waterbury,81150,157000,Single Family,Detached House,3,1,1009,1.0234955,South
5866,16-07-2021,2021,Waterbury,67250,68629,Single Family,Detached House,3,2,1031,1.0234955,South
5867,17-07-2021,2021,Bridgeport,104040,95800,Single Family,Detached House,3,3,1095,1.0234955,West
5868,18-07-2021,2021,Waterbury,98520,203500,?,Detached House,3,3,977,1.0234955,East
5869,18-07-2021,2021,Bridgeport,150950,335000,Two Family,Duplex,4,3,1319,1.0234955,South
5870,18-07-2021,2021,Bridgeport,107570,86250,?,Duplex,4,4,1460,1.0234955,East
5871,18-07-2021,2021,Bridgeport,123950,310000,?,Duplex,4,2,1381,1.0234955,East
5872,19-07-2021,2021,Fairfield,726460,1520000,Single Family,Detached House,3,3,1098,1.0234955,South
5873,19-07-2021,2021,Bridgeport,79030,210000,?,Detached House,3,3,1000,1.0234955,East
5874,19-07-2021,2021,Fairfield,583660,827000,Single Family,Detached House,3,3,979,1.0234955,North
5875,19-07-2021,2021,Stamford,303690,410000,Single Family,Detached House,3,2,955,1.0234955,South
5876,19-07-2021,2021,Waterbury,72060,51000,Single Family,Detached House,3,3,1050,1.0234955,North
5877,19-07-2021,2021,Greenwich,2520000,2850000,Single Family,Detached House,3,2,1093,1.0234955,West
5878,19-07-2021,2021,Waterbury,38750,110000,Three Family,Triplex,6,4,2069,1.0234955,South
5879,22-07-2021,2021,West Hartford,362460,667500,?,Detached House,3,1,934,1.0234955,West
5880,22-07-2021,2021,Stamford,317040,525000,?,Detached House,3,3,943,1.0234955,North
5881,23-07-2021,2021,Bridgeport,91180,79900,Single Family,Detached House,3,2,949,1.0234955,South
5882,23-07-2021,2021,West Hartford,188790,329000,Single Family,Detached House,3,3,903,1.0234955,South
5883,23-07-2021,2021,Fairfield,315350,300000,Single Family,Detached House,3,1,1005,1.0234955,South
5884,23-07-2021,2021,Bridgeport,113470,370000,Two Family,Duplex,4,2,1424,1.0234955,West
